1.762447,-2.853756
2.624603,2.024717
2.105556,-0.980530
0.325593,0.652789
1.046746,-0.208253
2.395324,1.735730
1.742897,-2.362058
0.194476,-2.410730
0.377511,-4.847514
2.222234,-3.412809
0.957858,0.598018
1.340348,-1.243392
2.085504,-1.248500
2.105451,-3.960233
-0.019314,-3.009661
0.715261,-2.234865
1.339196,1.497768
1.256141,0.833054
0.179493,-1.058267
3.014330,-1.819116
1.807689,-3.022788
3.970687,-4.276769
1.075693,0.806619
2.561519,-4.996703
2.745058,-3.007171
0.543097,-0.605806
1.575739,-2.083474
0.592635,-2.944084
1.197635,-0.368147
1.156025,1.063008
2.245566,-5.119348
3.203384,-1.092180
1.060640,-2.236681
2.613225,3.030138
1.036404,-0.104280
0.123639,-0.281389
1.432143,-2.284964
1.054512,1.319368
-0.713404,0.215427
2.810282,1.531678
0.950313,-6.809886
0.897514,-0.608401
2.241682,-2.906473
1.945079,-4.276974
1.054349,0.271586
0.990478,-2.036191
1.361825,0.904385
1.187994,-2.434563
2.052420,-1.730078
0.091677,-1.359881
0.461117,-1.309080
1.759253,0.779016
-0.493703,-2.054079
1.321807,-1.276199
3.495272,-2.747045
0.927156,-3.448086
1.694674,-3.399103
2.469823,-1.050607
1.515466,-1.546560
0.171787,-1.851400
2.207444,-3.428372
1.308417,-2.551185
2.073767,-1.363608
2.540494,-0.650578
2.041413,-3.226866
2.306655,-1.881379
0.820226,1.184756
-0.360237,-0.157834
0.559147,-0.681491
1.783008,-0.202446
1.288670,-3.244013
-0.461185,-3.545131
0.316212,-1.265786
2.831688,-1.706274
1.112370,-0.619883
0.696951,-3.045187
1.585569,0.661167
1.812784,-2.694172
0.991940,0.901101
1.263617,-3.486401
-0.257467,0.974274
1.475362,-3.507283
1.742016,-3.640993
1.099597,2.386854
-0.145749,-0.954598
1.467441,2.335755
1.361595,-5.462052
0.758764,-1.743033
1.530319,-2.397873
2.521243,-1.329405
0.735864,-2.468829
1.132327,1.078628
1.102106,-3.619193
0.900509,-1.252738
0.394392,0.385072
0.686686,0.892674
2.340596,-1.791443
1.660887,-3.490712
2.703300,-2.120582
2.430622,-5.000984
0.483154,-5.581553
2.214175,-4.495932
1.205879,-3.798181
0.139882,-2.642961
-0.349231,-1.395282
-0.132770,-1.772966
1.893105,-1.801409
1.095238,-0.551236
1.174212,1.491025
2.542666,-4.983892
1.651317,0.545837
-0.257364,0.465156
1.650321,-0.481068
1.111536,-1.320362
2.843001,0.008465
0.190209,-1.912279
1.031040,-3.237592
-0.028721,-3.357029
0.356329,-3.130308
3.856945,-0.773334
2.340659,-4.171125
-0.273771,-3.586544
0.817518,-2.702000
3.289315,0.272802
3.051856,-3.706819
2.531098,2.599861
2.221766,-0.634475
1.007456,-2.949987
1.145372,-2.159048
0.872194,-1.484375
3.077587,-0.530104
2.288281,-2.725161
2.287288,1.961227
1.620740,-0.740084
-0.657473,-2.854124
0.677799,-2.458258
-0.622704,-0.340903
1.711406,-1.975403
2.619232,-1.973346
2.403146,-4.700057
0.400632,-1.960901
0.848956,-4.565953
2.397963,-1.244818
1.335980,0.653702
3.005835,-0.126689
2.965706,-3.474988
2.383289,-4.584912
1.530709,-2.211372
0.380498,-1.527802
1.516093,-2.204284
1.189628,-1.919907
1.233415,-0.812981
3.171306,-3.673786
1.027531,2.515832
0.501346,-1.681446
0.866120,-2.759757
1.482267,0.870406
1.351905,-0.754769
2.437847,-0.868474
3.054125,1.633264
0.833581,-1.025935
0.803442,-6.293908
1.147159,-6.076252
3.139801,-2.087091
1.590312,1.304713
0.768261,-2.627523
1.020386,-4.806162
2.550470,1.784046
1.802502,1.114520
0.729301,0.963622
2.521492,-0.405351
1.471687,-5.127095
1.870946,-3.797682
1.859731,-1.511094
1.422084,1.709872
0.509716,-4.255092
0.071760,-2.074254
0.637051,-1.419957
1.161553,0.478948
0.768156,-1.472410
0.824761,-0.702913
1.563609,-3.328456
2.985215,0.716441
2.992974,-5.034377
1.164762,-1.916683
3.297650,-0.123734
-0.017568,-3.430469
0.321407,-0.453181
1.683430,-0.609778
3.152695,-1.524546
2.614506,-2.843761
3.060458,0.412326
2.667976,-1.515748
1.804432,-0.395973
1.563639,-3.261048
2.691792,0.291146
1.248496,-0.074928
0.448689,-1.552009
1.533397,-4.320792
2.563072,-1.175034
2.393885,-2.413468
-0.515043,-0.541833
-0.847052,1.420913
0.490007,-3.385243
1.825514,-0.079617
3.077910,-0.433373
1.180782,-2.870280
0.122174,-1.604387
1.608878,-2.874380
1.190595,-3.235311
0.976664,4.339196
1.595904,-2.390427
1.204811,-3.208553
0.404156,2.454193
0.611905,-2.895385
4.148163,-4.283756
0.705290,-2.088686
1.390449,-3.073546
1.196452,-1.748837
1.683043,-1.828792
0.402088,-2.088348
0.608675,-2.266911
2.822210,-3.099438
4.534572,-0.238988
-0.564549,-3.297287
3.489598,1.556111
2.393417,-4.013001
0.893393,-3.950354
-0.744970,-2.323991
2.306318,-2.302513
1.475476,-2.078158
4.329295,-0.863615
2.486781,0.800914
0.742858,-0.042379
0.142121,-2.564883
2.034208,-1.858595
0.276002,-5.662998
2.119580,-1.522217
3.255158,-0.508066
2.429899,3.099776
2.199083,-5.302268
1.921105,0.439682
1.408617,-0.336413
-0.223745,-3.743499
1.603321,-3.035752
-0.622289,0.720781
1.863987,-3.606229
-0.568075,1.010368
1.702256,-3.143694
0.722179,-1.087719
1.225819,1.282400
2.697209,-3.275630
1.874508,-5.033435
1.796298,-1.525821
1.366703,-0.213403
0.904713,1.644252
1.264724,-3.320192
-0.843060,-1.300737
1.429921,-2.312468
0.944142,-2.927060
3.941969,-4.333641
2.300203,-1.543998
0.960088,-2.120652
1.830819,0.682543
2.295783,-3.575120
1.216801,-2.877404
0.461282,-2.599346
0.514225,-0.113223
0.100988,-1.198260
1.032230,-1.231210
2.104034,0.854671
2.339242,3.952226
2.433236,-0.434631
0.463915,-3.756377
1.790108,0.539036
-0.102168,-0.254085
0.096423,-5.196515
1.439970,2.194910
0.421794,-3.773457
4.561772,-1.184081
2.080295,-3.218103
1.136815,0.269071
3.855804,-2.079716
1.015276,-4.678188
1.513175,-3.671427
2.468336,-0.018896
1.066286,0.006120
1.954371,-1.265823
0.263394,1.206434
1.640361,0.587774
2.183631,1.264386
-0.231980,-2.776107
2.047652,-2.099169
1.739767,2.296402
1.680488,-3.630370
1.996929,-0.820773
1.543493,-3.554950
1.328979,-1.614224
2.030550,-2.148176
-0.287949,0.607336
2.695034,-3.215539
2.498918,3.561354
0.200690,1.295299
2.620169,-2.678498
0.299762,-1.686273
1.635363,-0.127734
1.138401,-0.925447
1.031081,-0.386323
1.017444,1.005744
2.002585,-0.881727
2.197878,-2.982013
1.838235,1.937461
2.913048,-1.425294
1.471842,-1.560836
2.678449,-3.517054
2.145857,2.341960
0.051974,-2.697315
1.466477,-1.214938
-0.046189,-2.930751
0.637182,1.460234
1.284801,-4.144681
2.383199,-4.462300
2.191904,-2.953001
0.361853,-2.271949
2.108559,-1.520307
2.589559,2.380878
-0.130669,1.640543
1.320757,-0.676939
1.753838,-3.906420
2.000249,-1.819057
1.156339,-3.334792
0.553323,-0.436457
1.031851,-5.764314
1.948180,-2.541293
2.173734,-2.284530
2.178670,-1.838477
0.964499,-0.973076
2.519081,-1.030890
1.588499,1.299855
0.611929,-1.334370
0.194270,-1.895304
3.410115,-5.804348
1.058799,-3.015500
3.249338,0.806176
0.727013,0.189462
1.063409,-2.424127
1.835885,-0.590540
2.834148,0.389222
2.347724,1.386053
0.290667,-1.903754
1.308078,-0.942891
1.000897,0.505315
1.030479,-2.736537
1.629324,-1.145197
0.825198,0.179458
0.778234,-0.965973
1.387267,-4.529868
0.429129,-1.269630
1.524573,-0.504731
1.991658,-1.398255
2.894377,-1.869155
2.449430,-2.284917
1.450545,-1.016517
2.619667,-1.866772
1.975571,-0.716099
1.558525,-1.302417
0.709831,-2.714938
0.759965,-2.256694
1.173663,0.169116
1.874554,-4.571830
1.123486,-2.325461
0.747964,-2.407814
0.750375,2.513399
0.353626,-3.953582
1.924437,-0.491784
1.673206,-2.171488
1.546906,-1.522852
2.681056,-1.509918
2.747772,-7.613068
2.070961,0.396753
1.403560,-3.517856
2.252503,-1.741000
2.484670,-2.848791
-0.008984,0.708714
2.245552,-4.509402
0.478802,-1.480525
2.201609,-1.781953
1.602304,-2.263756
1.810233,-1.990100
1.362848,1.552620
1.873025,1.398025
1.907440,-2.682817
1.386229,-3.213313
1.980011,-0.999385
1.519021,-0.709746
0.023589,-0.423045
1.423536,-2.394213
0.515019,-0.836814
2.119890,-4.769504
1.672879,0.947009
2.233643,-2.043756
1.019185,-4.546717
1.898926,-1.759642
1.221385,-2.368944
1.362253,-5.669365
4.564263,-0.364190
0.396730,-4.877563
1.960346,1.389346
2.719635,-0.732358
-0.093727,0.398892
0.567222,-1.636436
2.195586,-0.443349
0.667311,0.204098
2.130592,-5.482885
1.829583,-2.197738
1.183163,-3.459354
0.490755,-2.305467
1.065218,-5.363175
2.150621,2.686695
1.877808,-0.510268
0.883309,0.696403
2.033809,-0.367041
1.512029,-0.284108
1.239603,-3.199204
1.400923,3.886769
0.682291,-1.712373
3.242043,-1.091846
1.031399,-2.853417
1.307298,-1.904335
0.680849,-3.922916
1.552540,-1.806250
-1.756877,-6.364529
1.949570,-4.261594
0.358386,-1.296192
2.477866,-3.194968
2.596723,-2.461747
1.556003,-4.162001
0.053332,0.682808
0.484652,1.728840
0.005231,-0.308854
3.248019,-2.171937
1.950596,-4.706706
2.870868,2.482163
1.348711,-3.273928
1.953720,-4.400510
1.038481,-1.508810
2.298950,-1.130496
1.698916,-2.194125
1.458991,-2.135508
1.775543,-1.778744
1.469688,-1.139371
0.684196,-2.855948
1.280113,-1.998311
0.588894,0.422576
1.588844,-4.448293
1.666864,-0.443868
2.537113,-4.287298
0.642161,-1.822235
2.578334,-2.455076
3.851208,-0.664896
1.244031,-0.946623
2.616976,-2.998489
1.537090,-0.754539
2.114666,-2.906120
2.991907,-6.543828
1.192733,-1.003438
1.910206,-3.359896
